maydon,xonalar,joylashuv,yoshi,narxi
39,6,shahar_cheti,2,350891.69208270963
101,2,qishloq,94,429941.15664510836
181,1,qishloq,73,763219.9471433923
144,6,qishloq,53,817228.4870096244
200,3,qishloq,55,1166976.559893379
63,5,markaz,25,742727.0280429524
183,5,markaz,4,2410884.9519088287
171,6,markaz,1,2072846.5964374098
102,1,shahar_cheti,53,621093.7362148578
71,1,markaz,18,925829.5540657771
98,2,qishloq,99,494193.34557178215
101,6,markaz,6,1333374.6901619458
142,6,markaz,10,1762591.1551048134
88,4,markaz,22,1141591.4141184709
67,5,qishloq,24,359017.67867418943
147,4,shahar_cheti,93,1101644.2014688894
33,5,markaz,94,403495.5288738619
177,6,qishloq,69,946484.7538408227
58,4,qishloq,50,268786.8204434476
41,3,markaz,5,505977.4556774251
147,5,shahar_cheti,90,1105384.390831254
159,1,markaz,25,2213145.7427803427
182,6,qishloq,87,1003423.6440687501
93,4,markaz,77,1086446.860522366
137,4,qishloq,90,687594.9449654589
114,6,shahar_cheti,47,983087.443909515
52,4,markaz,31,594614.5339080503
179,1,shahar_cheti,47,1115073.5298406137
198,4,shahar_cheti,18,1672048.7557715708
93,2,qishloq,14,392110.7297036736
92,5,qishloq,42,421904.8933323885
61,5,markaz,46,875743.0348180194
53,6,shahar_cheti,31,440419.7020057429
34,1,shahar_cheti,48,278919.11666852457
185,5,shahar_cheti,57,1483885.4285516015
181,4,shahar_cheti,26,1156525.5718174863
38,4,markaz,82,384649.9108052488
117,2,shahar_cheti,85,977554.2668211338
187,3,markaz,56,2247146.438872456
31,2,qishloq,22,148163.11840158835
166,4,qishloq,92,992791.9135834248
39,2,markaz,39,522286.44701532694
145,5,markaz,53,1813209.3907991815
68,2,markaz,31,888756.7097720187
116,1,markaz,76,1314950.5772932018
79,6,markaz,99,885440.5824562873
58,4,qishloq,71,266250.9711628034
46,6,markaz,31,601734.5148526463
36,1,markaz,30,432633.4082388152
77,4,shahar_cheti,94,646549.0640534674
93,4,shahar_cheti,99,632505.9341958752
52,1,shahar_cheti,12,454399.17302175245
155,4,markaz,72,2192910.9281743197
194,4,shahar_cheti,41,1678394.562015095
32,3,qishloq,95,136879.24335264874
64,3,markaz,5,656729.2118121387
107,1,qishloq,56,537048.4470965258
87,3,shahar_cheti,24,577498.5753401887
78,1,shahar_cheti,77,550571.6539407521
143,2,shahar_cheti,76,1174121.3257197228
166,5,qishloq,87,677632.3270749921
71,3,markaz,94,953289.9943853528
86,6,markaz,30,1106928.69633877
81,5,qishloq,92,378390.20647465275
49,1,shahar_cheti,36,386680.43785703817
110,2,shahar_cheti,36,692235.3692756058
137,5,shahar_cheti,1,1008492.8342411172
36,5,shahar_cheti,65,319964.9221305374
123,5,markaz,28,1370197.191591616
94,2,qishloq,21,441799.58613034745
161,5,markaz,62,2126595.598854643
87,3,markaz,20,1187262.0223911516
37,4,qishloq,17,213262.23637129326
118,5,shahar_cheti,18,1008474.2562526175
92,2,markaz,37,1072662.5805676617
45,2,shahar_cheti,98,387320.5375323887
185,4,qishloq,32,780994.188820668
118,2,markaz,66,1569801.0987484634
90,3,markaz,32,1246267.7849308248
97,1,shahar_cheti,86,808305.116626047
172,1,shahar_cheti,66,1396419.266036417
138,1,markaz,85,1749109.8007228146
106,6,shahar_cheti,30,782541.1302879041
179,4,markaz,26,2099030.9363399213
73,4,markaz,94,965738.4705248267
126,5,markaz,95,1733760.8813456732
165,6,qishloq,20,937120.4491069543
167,1,qishloq,46,857991.7320795687
110,2,shahar_cheti,67,662496.5821337209
180,5,markaz,99,2556520.2138751247
83,3,qishloq,42,359854.10922349116
167,1,markaz,96,2050868.5731671616
178,5,markaz,1,2455781.5043230536
97,3,markaz,62,1089129.2601285905
199,3,shahar_cheti,67,1211051.355074719
76,1,qishloq,1,447612.6044993125
68,5,markaz,48,991094.4710459352
73,6,qishloq,49,411111.16056569235
69,5,shahar_cheti,32,504835.31105732947
105,5,shahar_cheti,29,879380.0712362571
32,5,markaz,13,389788.05401213566
139,6,markaz,82,1655279.0363805857
120,4,shahar_cheti,44,746318.8466923434
168,2,shahar_cheti,37,1076337.0235114156
182,6,qishloq,59,1028412.8184892375
87,2,shahar_cheti,13,543348.305993918
79,6,shahar_cheti,66,658461.6392303708
133,6,shahar_cheti,66,848865.8659534439
176,4,qishloq,49,906220.2509294662
170,1,qishloq,58,705547.5502936688
49,4,qishloq,44,198346.25232435862
36,4,qishloq,37,191772.31278834297
42,5,markaz,77,472000.05443036254
64,2,shahar_cheti,15,544382.1344827514
58,2,markaz,51,612168.3383832831
57,4,qishloq,5,332894.741594271
153,1,qishloq,33,622626.2228184834
33,3,markaz,3,382890.5346847132
35,1,qishloq,62,178361.09008737636
183,6,markaz,71,1996714.512234582
109,2,shahar_cheti,1,699319.7254145474
83,5,markaz,71,1097122.9791261249
93,5,qishloq,36,554633.2717954923
110,4,shahar_cheti,46,749236.7656330338
140,3,qishloq,74,786519.5684427844
156,6,markaz,86,2069902.8421412595
136,4,shahar_cheti,54,860351.5624230326
156,1,shahar_cheti,34,1398112.8419968176
58,5,shahar_cheti,71,485787.5706857839
146,3,shahar_cheti,95,876583.3548316034
86,5,qishloq,2,405568.87872814387
197,4,markaz,27,2196784.718272514
94,1,markaz,81,1012063.2464220729
68,6,markaz,5,982312.8664444605
112,2,markaz,3,1618330.762167513
34,2,shahar_cheti,5,296381.24584459944
96,5,shahar_cheti,73,705621.4036461753
72,6,shahar_cheti,94,445978.38186767726
73,3,shahar_cheti,1,466949.8733190652
71,6,qishloq,52,304736.8647781324
35,2,markaz,55,352690.80106527306
42,1,shahar_cheti,8,316803.10847531696
119,3,qishloq,55,587260.3622645027
145,1,qishloq,10,741367.1550875165
84,3,shahar_cheti,19,604114.1848657228
93,5,shahar_cheti,73,792203.7327378832
30,1,markaz,78,331529.6277697988
79,5,shahar_cheti,50,624991.3880994931
89,4,shahar_cheti,61,773645.1615769097
76,2,qishloq,61,358217.30419470894
139,1,markaz,89,1413062.6933052158
78,4,shahar_cheti,76,567668.9671884744
125,4,qishloq,26,555784.1761673816
158,4,markaz,95,2121497.5828728396
108,3,qishloq,32,440359.8531035834
43,4,qishloq,91,224244.31787467032
144,4,markaz,61,1629126.0791103998
35,3,shahar_cheti,29,305280.0107947259
55,1,shahar_cheti,39,436815.3429710528
192,2,qishloq,8,1103166.5488577918
30,6,qishloq,13,158429.37211528575
49,6,qishloq,98,249632.65457503882
139,6,qishloq,34,700594.2823927309
119,1,shahar_cheti,91,910860.4884179007
156,5,qishloq,66,744521.3405824268
165,1,markaz,90,2064784.523483336
80,6,shahar_cheti,46,504329.120835913
43,2,shahar_cheti,48,376093.64181574294
73,5,markaz,6,870510.5926954596
174,2,qishloq,12,755360.886958297
183,5,markaz,6,2017506.0701706326
55,2,qishloq,15,248370.74978841573
195,2,qishloq,33,833764.3830733793
94,6,shahar_cheti,19,564642.0214082435
172,2,qishloq,42,934466.6544317204
149,4,markaz,51,2048003.7738986819
193,4,markaz,22,2724898.3490976165
110,4,markaz,14,1624151.0836225082
96,2,shahar_cheti,81,793581.0970033695
35,1,markaz,30,462951.48349787795
126,5,qishloq,53,727262.523628726
169,3,shahar_cheti,34,1066668.9896730485
184,5,shahar_cheti,58,1520129.432236158
191,6,markaz,51,2248171.6291333805
177,3,shahar_cheti,27,1590731.7860875325
126,1,qishloq,48,569879.2488197049
61,2,qishloq,50,327621.3396986941
170,1,shahar_cheti,9,1386330.4981691216
127,3,markaz,33,1797311.4464604133
105,2,markaz,20,1487672.4883588795
172,4,shahar_cheti,70,1050577.8600286264
188,1,qishloq,8,807814.027195127
79,6,qishloq,50,411675.1161286709
195,5,qishloq,44,862072.6284211011
130,4,qishloq,98,534157.3486097149
62,1,qishloq,2,304257.0241821332
186,3,markaz,46,2705428.119592707
87,2,qishloq,20,355553.47970372305
49,4,markaz,7,715407.6946356568
141,3,qishloq,45,711658.4905480038
167,2,markaz,56,2140039.5381038464
86,2,qishloq,29,451522.6685783519
123,5,qishloq,25,509989.1888048138
169,1,shahar_cheti,34,1034505.404415586
134,1,shahar_cheti,61,1063052.5655900794
179,4,qishloq,23,1042971.4019424529
126,2,shahar_cheti,31,1044589.3092085688
35,4,shahar_cheti,9,277515.7640545904
93,3,shahar_cheti,95,834286.6340095049
50,5,markaz,33,740154.2737016617
77,5,shahar_cheti,68,578972.8322333859
194,6,qishloq,21,895202.1741122322
199,5,markaz,51,2469985.9643435967
57,4,shahar_cheti,15,405230.4808798003
53,1,qishloq,99,260518.33435960085
117,4,markaz,97,1327961.970905736
80,2,qishloq,69,406683.6433348751
90,2,markaz,75,1158586.754468274
187,6,qishloq,75,877335.9511309878
175,5,shahar_cheti,93,1148942.9143421971
77,6,markaz,50,1028952.7990079751
73,2,shahar_cheti,39,529907.9952678678
123,4,shahar_cheti,22,832875.879054171
120,2,shahar_cheti,30,740041.8725870748
50,1,qishloq,1,277464.7833736702
149,3,qishloq,57,796060.103005558
159,3,markaz,91,1641493.5658490972
135,5,markaz,99,1716811.0643341653
98,5,qishloq,21,459079.15547263913
49,5,markaz,65,533073.5807826474
105,6,markaz,27,1264384.147546985
129,2,shahar_cheti,40,1123015.0630439916
153,2,qishloq,73,762429.7579219362
54,4,shahar_cheti,64,451865.72381774895
113,4,markaz,16,1629505.235699982
104,4,shahar_cheti,86,760363.2932735714
100,1,markaz,66,1276962.327489586
147,5,shahar_cheti,6,1157294.0738412489
133,6,markaz,42,1490513.0602419674
69,5,shahar_cheti,63,441548.1182917607
148,4,shahar_cheti,31,954170.3421623452
73,3,shahar_cheti,34,551690.9663544405
157,4,shahar_cheti,24,1009470.6334418005
152,1,markaz,77,1784024.7693519073
147,3,markaz,45,1483187.7608726143
118,2,markaz,45,1734051.7069607256
195,4,qishloq,11,1016860.4064019942
153,3,shahar_cheti,60,1116769.441268423
43,6,shahar_cheti,69,341281.0342861053
43,2,qishloq,32,209081.42541377322
90,5,qishloq,88,470060.62962365494
152,1,qishloq,44,837465.4116425405
121,5,shahar_cheti,9,819368.965979002
105,4,markaz,27,1080253.2200468122
43,3,qishloq,13,243402.03409581297
52,2,shahar_cheti,42,423206.4984739068
104,1,markaz,75,1051553.788132808
150,1,shahar_cheti,83,945431.826926716
75,5,qishloq,56,446606.2885058928
130,4,qishloq,20,556600.5018218462
186,6,markaz,42,2289517.074292825
123,6,shahar_cheti,61,799148.6153700172
96,4,markaz,23,1243994.3876039258
79,3,shahar_cheti,49,517280.4102431883
166,6,shahar_cheti,16,1141158.6416816856
172,2,qishloq,75,963131.1767649429
48,2,shahar_cheti,78,338030.1958712831
47,3,shahar_cheti,83,385206.27447102003
47,1,shahar_cheti,68,302343.78497953655
82,3,markaz,59,852332.6564975578
114,2,shahar_cheti,89,726173.5377773375
199,3,shahar_cheti,3,1716037.71586392
58,5,markaz,27,591147.4759897325
195,3,qishloq,19,1071330.8352884643
91,3,shahar_cheti,98,652308.0186895449
118,6,markaz,54,1357858.3808751397
92,1,markaz,52,1049962.4693359416
194,6,markaz,96,2031118.8437995485
144,4,qishloq,54,579273.8159969376
57,3,qishloq,99,255613.65883112833
65,5,markaz,81,869797.0765755122
118,5,markaz,33,1598640.172003529
138,4,qishloq,14,678292.3082023861
97,6,qishloq,74,465472.3977665307
176,2,shahar_cheti,36,1546396.2206491553
98,2,markaz,93,1121415.2187189332
37,2,qishloq,97,158823.1064689511
97,1,qishloq,61,525645.3613484796
164,5,markaz,82,2119203.145359119
79,6,markaz,26,865574.3800004933
165,1,markaz,20,1708848.32519961
63,1,qishloq,20,325268.22551352164
57,4,markaz,83,771958.6073477245
35,6,qishloq,20,152510.5696273672
83,3,markaz,18,862438.8303082959
41,4,shahar_cheti,18,322154.2286866826
84,4,shahar_cheti,61,611359.187037765
189,6,shahar_cheti,43,1669394.0591260423
68,2,markaz,61,737647.3135972334
193,1,shahar_cheti,12,1531210.893291834
192,3,markaz,91,2676690.868779006
87,5,qishloq,6,424871.65745964105
128,6,qishloq,44,530896.7125231245
142,2,markaz,89,1684238.3877191432
169,4,markaz,18,1771047.2876231088
145,2,qishloq,68,603741.8891158947
140,5,shahar_cheti,48,880732.5376913543
46,3,shahar_cheti,98,382458.7586458768
59,3,shahar_cheti,71,498835.98071711184
63,2,shahar_cheti,11,566395.2815557477
173,6,markaz,41,2503674.378010189
95,1,markaz,52,1223308.9441927269
183,6,markaz,71,1848265.6625530247
144,6,qishloq,51,855871.845167905
198,5,qishloq,2,948479.057926119
58,6,shahar_cheti,36,410909.4386463391
166,3,qishloq,2,931341.5293940705
195,2,shahar_cheti,29,1340242.6771889036
178,4,qishloq,60,728767.1236885415
36,3,shahar_cheti,26,305553.60791870975
88,1,markaz,4,1277345.386562553
91,2,markaz,11,1310467.037131816
154,1,shahar_cheti,95,1090675.8116129374
77,6,qishloq,48,395077.0664857452
32,6,markaz,12,411447.1834781593
189,3,shahar_cheti,56,1230368.0061185695
84,3,qishloq,27,492492.8292138494
30,6,shahar_cheti,24,219784.9546200755
80,4,markaz,11,1052538.3617659714
152,5,shahar_cheti,60,951793.8941265525
44,5,shahar_cheti,84,278821.55784723966
187,6,qishloq,12,888829.3084640275
97,1,qishloq,39,441373.17350726284
114,2,qishloq,55,582719.289521637
129,1,shahar_cheti,21,939128.3263764554
129,3,qishloq,93,579269.5448909804
116,4,markaz,98,1501075.6982597713
59,6,markaz,1,793912.4478728093
63,3,qishloq,80,349973.54163310735
190,5,shahar_cheti,39,1339463.8766495173
196,4,shahar_cheti,75,1508926.6805710068
94,3,shahar_cheti,73,675602.7526469239
116,6,qishloq,86,686713.691833502
145,6,shahar_cheti,50,969728.6405737894
60,4,qishloq,35,278968.61636400997
80,6,qishloq,52,408805.0625872267
193,6,shahar_cheti,34,1316833.8640791667
94,4,shahar_cheti,43,673432.9697946185
94,1,shahar_cheti,15,774123.3782298069
39,5,shahar_cheti,74,343459.2860186924
119,1,shahar_cheti,2,930698.6398213332
150,2,markaz,19,2045739.7927154212
64,1,markaz,84,796982.6002235739
194,6,qishloq,28,790156.6561635326
144,1,qishloq,91,652138.1994643525
174,2,shahar_cheti,58,1141542.3901833396
92,5,qishloq,52,386460.92633523664
67,5,markaz,42,806535.6227939138
42,1,shahar_cheti,88,330797.16162609763
179,5,markaz,92,2065289.2913789486
63,3,shahar_cheti,75,505592.5416570422
117,1,qishloq,69,518129.40875973325
85,2,shahar_cheti,60,532940.2769456836
181,5,markaz,16,2275737.9216141026
139,6,qishloq,47,749681.5193128864
155,6,qishloq,76,632632.4478671008
162,5,qishloq,87,721078.8657865679
59,4,qishloq,49,313526.9652796215
113,4,qishloq,43,643312.4500195808
82,1,shahar_cheti,55,575921.7282432831
83,6,qishloq,29,438014.0647879287
40,2,qishloq,57,176684.07302280673
160,6,markaz,41,2370766.6232556417
93,2,shahar_cheti,66,672785.9645581389
113,4,qishloq,78,530065.3954010132
81,3,markaz,24,1052837.9787710898
70,3,markaz,1,859189.5095480122
171,3,qishloq,47,938478.4533258895
78,1,shahar_cheti,3,483898.8622643004
132,3,shahar_cheti,97,953785.5160072913
115,4,shahar_cheti,63,948792.8755371555
114,4,qishloq,46,577676.7797776641
177,6,shahar_cheti,43,1265529.8578900131
46,4,markaz,29,562853.2703610427
163,4,shahar_cheti,44,983923.9401902794
188,1,qishloq,16,1043489.6818932028
69,5,markaz,17,986090.1114960766
59,5,markaz,13,732249.8396144565
88,4,qishloq,88,366492.57215421146
161,1,qishloq,33,690065.187987317
104,1,markaz,1,1199875.730581729
116,1,shahar_cheti,99,1028363.5062445918
103,6,markaz,38,1471514.8404938974
143,5,markaz,100,2028285.9335315297
105,2,markaz,16,1476581.2839188604
188,3,qishloq,37,796187.4026078859
35,2,qishloq,48,169241.67304607225
143,4,shahar_cheti,54,1202670.5675459027
136,6,qishloq,57,684692.1942756532
88,3,markaz,88,959674.8323621806
68,6,markaz,95,926909.2477505659
54,5,shahar_cheti,94,436020.6986420432
199,4,qishloq,22,1193387.5371995552
119,1,shahar_cheti,51,850867.7084333624
43,3,qishloq,45,229287.57422700536
35,5,shahar_cheti,33,233960.9215214237
57,3,shahar_cheti,91,490867.7748702707
124,2,shahar_cheti,17,863091.9269549935
177,6,qishloq,38,989679.0253699345
46,2,markaz,88,681506.4667489089
79,4,shahar_cheti,54,575537.5721114599
34,3,markaz,49,410462.48133595695
73,3,shahar_cheti,28,456045.42969268444
186,1,qishloq,74,831560.9958284496
148,5,markaz,93,1691524.7501611812
100,1,markaz,48,1059519.9961021764
133,6,qishloq,29,661516.3835339267
101,4,shahar_cheti,63,759744.3300049942
138,5,qishloq,88,607960.978132922
88,3,shahar_cheti,94,761982.9337523878
47,3,markaz,61,645092.5431625725
151,5,shahar_cheti,30,1044538.6598289148
95,5,shahar_cheti,61,797296.9926255037
132,1,markaz,16,1356034.5198742035
95,5,shahar_cheti,32,813019.7521033745
73,6,shahar_cheti,29,481580.30753275135
39,1,qishloq,82,184209.06186354483
152,2,shahar_cheti,24,1164648.0061120314
191,4,shahar_cheti,20,1349325.6285638297
98,6,markaz,50,1070927.8243494923
147,4,markaz,34,1518026.3768488115
73,5,qishloq,38,345537.44305741205
43,2,qishloq,47,247372.10870181682
36,1,shahar_cheti,39,274354.2881464911
81,4,qishloq,81,346741.0525677133
88,4,qishloq,95,397512.00335046864
117,3,qishloq,47,513387.4392762487
144,6,markaz,28,1893364.6607315377
48,6,shahar_cheti,36,396848.7716451205
139,2,markaz,51,1563955.785120992
78,6,markaz,55,947970.9190573931
137,2,qishloq,12,608904.1840675611
126,2,qishloq,41,693822.2578715569
94,5,qishloq,69,430249.55386883067
37,6,markaz,38,388646.5280107867
72,6,markaz,88,943330.8410956904
58,5,shahar_cheti,3,451808.09306393145
99,1,shahar_cheti,78,877737.4396296255
178,3,qishloq,11,762776.5157354507
76,5,markaz,85,1006238.2879326247
120,3,qishloq,23,573636.0520785993
161,3,qishloq,9,683397.7184139006
123,2,markaz,30,1348409.8006593168
61,1,qishloq,28,258792.95810482505
144,6,shahar_cheti,91,976933.037825462
37,5,markaz,88,373102.6374142985
162,1,qishloq,63,929315.1270035711
141,2,markaz,37,1923787.474129628
171,2,markaz,49,2334790.5938828764
65,3,shahar_cheti,12,566473.3719176041
130,3,qishloq,80,650269.1619719197
73,6,markaz,71,844161.4021512977
193,3,qishloq,80,1104223.14529122
46,1,markaz,71,475618.1407289278
85,3,qishloq,8,408553.6563452929
79,6,markaz,32,859122.2807655085
192,2,shahar_cheti,60,1583429.2642128186
58,5,shahar_cheti,26,367989.662074161
200,5,markaz,61,2180700.7156410953
97,5,qishloq,68,500541.6299577881
100,5,shahar_cheti,24,804028.9852438485
63,4,qishloq,59,288224.16831853596
54,3,shahar_cheti,44,334290.2004072807
115,3,qishloq,58,537154.8769313596
118,4,markaz,43,1263835.0376394468
143,2,qishloq,78,817154.9223496978
163,3,shahar_cheti,26,1292678.2497053412
79,2,shahar_cheti,94,607115.8458769434
101,4,qishloq,1,603575.9394580644
93,6,qishloq,26,553703.0562506402
159,2,qishloq,33,822413.4722475756
164,1,shahar_cheti,59,1408350.7768833844
62,3,shahar_cheti,32,480088.1282538463
52,2,qishloq,11,299478.6137521995
95,5,shahar_cheti,41,625040.3277646084
34,2,qishloq,51,171924.31094634195
39,6,shahar_cheti,43,337372.05053183314
127,1,qishloq,53,747983.97861837
40,5,markaz,15,488367.9320215923
84,5,markaz,89,989615.5164031789
193,1,shahar_cheti,65,1222435.369967932
101,5,qishloq,61,477468.2358873375
186,4,shahar_cheti,75,1564511.958248633
46,3,qishloq,76,251037.36562134908
130,2,markaz,32,1537605.7648693682
49,2,markaz,97,633219.653507376
165,5,markaz,42,1692712.9787418062
54,1,markaz,20,732338.0942260033
147,6,markaz,7,2126575.3536875527
72,4,markaz,27,863295.296805758
107,1,qishloq,58,562218.2717483935
122,6,qishloq,43,537986.9199335083
75,2,qishloq,88,434297.8726080536
166,4,markaz,76,2295632.8614173713
146,2,markaz,98,1780318.7474269255
84,1,qishloq,15,475098.57788424985
138,3,shahar_cheti,43,1053721.8278098362
71,1,shahar_cheti,14,567564.6148356152
177,2,markaz,33,1891493.2232779276
62,3,qishloq,76,355819.5405753216
61,4,qishloq,60,279364.6320085071
66,4,qishloq,6,270277.6311187667
97,1,shahar_cheti,63,594323.7710008397
181,5,shahar_cheti,85,1179970.4280717443
141,4,qishloq,7,644333.5919121824
73,2,markaz,15,892092.1130704066
127,1,shahar_cheti,60,1135156.8654778206
157,4,qishloq,98,904021.5789029121
188,2,shahar_cheti,54,1333904.182972397
82,4,qishloq,60,421504.01848231064
139,6,shahar_cheti,48,1043885.7472900718
62,3,markaz,67,905880.470537954
173,4,qishloq,46,984412.3364584079
147,5,qishloq,83,703546.5517672931
95,2,shahar_cheti,98,586921.0183238199
145,1,markaz,84,1931232.6854537807
52,3,shahar_cheti,59,455133.5611229705
41,3,markaz,29,608887.2827996684
30,4,qishloq,91,153706.48674030133
160,3,qishloq,78,935904.4449404532
62,4,markaz,5,811403.8955823075
73,4,qishloq,58,425821.3084809775
181,5,shahar_cheti,43,1139618.7449094201
113,2,shahar_cheti,83,958470.9413777762
158,3,qishloq,38,739404.5912814286
102,6,markaz,74,1497297.1631457738
107,2,markaz,94,1380537.8618663237
108,2,shahar_cheti,9,655148.0354851093
179,1,markaz,94,1889812.9515994347
147,2,markaz,33,2127982.4418927864
68,3,qishloq,81,294933.3788530988
182,1,qishloq,23,957424.2206514211
179,6,shahar_cheti,19,1264016.2763379249
166,3,markaz,17,1793630.996032961
179,5,shahar_cheti,19,1488111.3313648344
124,1,markaz,58,1575270.6404391814
35,2,qishloq,81,206205.73596635295
59,6,qishloq,75,305148.8971239628
190,3,markaz,60,2074687.0748256051
89,6,shahar_cheti,68,728508.9225963244
76,2,markaz,44,853977.3288834766
108,3,qishloq,6,558992.5711870377
167,1,shahar_cheti,85,1047120.0259717819
48,1,markaz,20,535392.601743047
182,5,markaz,95,2283797.2341692634
34,2,markaz,48,400961.98824206827
182,3,qishloq,16,769000.168347448
30,4,shahar_cheti,39,268973.248694754
98,2,shahar_cheti,100,674984.6248788666
103,5,shahar_cheti,9,924485.0428798492
105,3,shahar_cheti,87,930343.1565524432
49,3,markaz,8,592198.2098969553
56,3,shahar_cheti,78,443857.63137861673
159,5,qishloq,24,688100.0749577053
56,4,markaz,33,731304.5457092416
147,2,qishloq,76,818333.9988308899
85,1,qishloq,23,505157.98211813765
179,3,shahar_cheti,30,1572437.3129324138
148,6,markaz,32,1712183.8996795933
178,6,markaz,51,1959735.7777662612
142,3,shahar_cheti,83,1182027.0623754708
139,1,shahar_cheti,60,1056170.2486529187
200,2,markaz,92,2504706.1708972245
80,1,markaz,76,1155756.6838986103
145,3,shahar_cheti,46,1236586.6897818793
32,5,markaz,65,387464.59863072366
73,5,qishloq,81,366155.601865767
158,3,shahar_cheti,45,1408717.665663369
77,5,markaz,83,781045.4429046231
58,4,shahar_cheti,37,414355.32775934145
91,4,markaz,80,1152247.0027022064
60,5,markaz,39,682104.724538352
182,1,qishloq,24,825454.4195417648
175,4,qishloq,9,810065.3011904212
93,5,markaz,84,1161133.544908704
61,4,markaz,74,904264.3572880202
157,6,shahar_cheti,50,1368283.6886207405
114,3,qishloq,3,557963.3507550132
196,2,qishloq,45,807436.1580813567
138,4,shahar_cheti,22,944517.9767901748
87,2,shahar_cheti,74,634598.9279838972
91,3,qishloq,50,372814.9012585364
154,6,shahar_cheti,93,1066528.4752541545
44,1,shahar_cheti,91,355676.7913316725
92,1,qishloq,17,468601.8734830406
122,3,markaz,40,1541888.3396589893
194,4,qishloq,38,937199.0721972282
120,2,markaz,99,1459558.9376823837
192,5,qishloq,5,833282.9612993118
83,5,qishloq,59,465891.0977172703
183,4,qishloq,7,1016864.558046931
146,4,shahar_cheti,58,904016.610240795
190,2,shahar_cheti,50,1260147.244304136
162,3,markaz,12,1662529.3895229802
95,6,qishloq,61,536027.8634355683
200,6,markaz,62,2510083.4866335713
68,4,shahar_cheti,61,585364.015632915
48,3,markaz,57,573187.7726374151
104,5,markaz,22,1397187.4665391673
149,2,markaz,41,1981531.208967599
45,5,markaz,81,465888.9539893813
150,2,shahar_cheti,96,982418.8449359405
179,2,shahar_cheti,23,1126222.3317777382
120,6,qishloq,5,578526.5433757149
119,2,markaz,8,1477331.6244024576
57,2,markaz,27,854944.1775025859
161,1,qishloq,43,910398.9148658436
194,4,qishloq,81,1136827.3496778696
36,2,shahar_cheti,80,253489.67910813357
73,1,markaz,95,970516.9052809738
190,1,markaz,44,2572144.728306534
168,1,shahar_cheti,20,1419214.393057841
71,6,qishloq,51,412365.931843218
178,6,markaz,29,2394110.4041030123
110,2,qishloq,39,497667.81935392047
196,3,markaz,55,2587213.5457409807
142,4,markaz,7,2103767.693497758
179,5,qishloq,56,957385.4853971456
49,6,qishloq,11,197643.21075831115
125,6,markaz,61,1498037.16623316
162,2,markaz,4,2073194.0732002126
187,5,markaz,92,2217206.3017681353
101,2,qishloq,22,558879.5149377815
134,4,markaz,76,1832496.0568961436
200,1,qishloq,34,816228.9106483335
95,3,qishloq,96,400388.9279163296
123,6,qishloq,64,534249.2663145352
130,2,markaz,31,1613071.0336687788
92,5,qishloq,11,371178.134820004
111,6,markaz,31,1608381.595291479
121,2,markaz,94,1405755.0371966963
153,2,markaz,79,1556001.674813095
120,5,shahar_cheti,99,1068872.2227227497
189,4,markaz,39,2705257.8813656
62,4,qishloq,47,320968.11145852285
128,6,markaz,28,1728718.0788811184
91,5,shahar_cheti,34,547886.9446351081
118,2,qishloq,89,638331.1406709744
195,4,shahar_cheti,39,1552545.04004462
117,5,shahar_cheti,29,902563.9103640576
158,5,markaz,52,1906325.0984389274
75,6,shahar_cheti,83,482251.8287561677
50,5,shahar_cheti,53,319991.37905910355
198,1,markaz,11,2608609.8186554373
177,3,qishloq,41,869807.0160061015
159,4,shahar_cheti,36,1083007.002132531
85,6,markaz,6,870380.1639025172
140,5,qishloq,63,565513.9595239471
101,5,qishloq,64,454060.2046341076
80,1,qishloq,94,479646.22379955876
170,6,markaz,48,2400744.2359688613
197,5,shahar_cheti,12,1668535.2146260145
109,4,shahar_cheti,15,771977.8218795726
101,3,qishloq,67,573378.925784703
124,3,shahar_cheti,18,965054.7688352497
52,2,shahar_cheti,45,357850.0480793618
119,5,markaz,74,1420623.062018584
70,1,qishloq,45,346589.9792664248
160,6,markaz,27,1941520.141951476
60,4,markaz,66,892574.2711883218
125,1,qishloq,78,585084.6030043116
96,5,shahar_cheti,64,808941.7054927021
57,4,markaz,8,591910.9983262101
172,1,qishloq,77,747380.859098199
92,3,shahar_cheti,39,630959.7699239276
111,1,shahar_cheti,87,980242.9659056516
82,4,markaz,47,823522.9829805024
33,5,shahar_cheti,62,210521.8636812354
84,2,markaz,37,927597.1112925913
33,5,markaz,40,490786.7565627922
176,6,shahar_cheti,46,1155785.2369519616
95,6,markaz,96,1329279.0534982157
31,1,shahar_cheti,73,205375.70412673024
98,2,markaz,48,1352243.4711675718
116,6,shahar_cheti,18,1043866.1265441852
82,2,markaz,5,957803.0575204317
115,2,qishloq,12,521573.53175996663
57,1,qishloq,89,302166.5211353041
140,3,shahar_cheti,15,1079853.0714412006
121,6,qishloq,48,548707.7545842804
31,2,qishloq,33,140237.59461881683
141,4,shahar_cheti,1,1265567.9475642114
184,1,qishloq,91,737355.0340559655
77,3,shahar_cheti,17,475111.46117949433
38,6,qishloq,88,184419.61427347304
179,1,markaz,56,2282518.1705331556
53,4,markaz,18,711615.4016702161
79,6,markaz,7,1083193.4116537555
157,4,qishloq,72,803446.763792457
144,2,shahar_cheti,11,1284743.917719533
123,5,shahar_cheti,98,842252.0484608788
178,3,qishloq,17,755927.3684754199
103,6,shahar_cheti,53,721354.579844053
